Job_title,Company,Location,Experience,Key_skills,Job_post,Rating
Data Engineer,Accenture,Hyderabad,2-4 Yrs,"warehouse, snowflake, data warehouse, etl tools, data management, data pipelines, ATCI-5256384-S1925562, data engineer",1 week ago,3.7
Data Engineer,Accenture,Hyderabad,2-4 Yrs,"warehouse, snowflake, data warehouse, etl tools, data management, data pipelines, data engineer, ATCI-5236307-S192",1 week ago,3.7
Data Engineer,Accenture,Hyderabad,2-4 Yrs,"pyspark, warehouse, snowflake, data warehouse, data management, data pipelines, data engineer, data engineering",1 week ago,3.7
Data Engineer,Accenture,Hyderabad,2-4 Yrs,"pyspark, warehouse, snowflake, data warehouse, data management, data pipelines, data engineer, data engineering",1 week ago,3.7
Data Engineer,Accenture,Hyderabad,2-4 Yrs,"warehouse, snowflake, data warehouse, data management, data pipelines, data engineer, pyspark, data engineering",1 week ago,3.7
Data Engineer,Accenture,Hyderabad,3-8 Yrs,"warehouse, snowflake, data warehouse, etl tools, ATCI-5257786-S1924542, data management, data pipelines, data engineer",1 week ago,3.7
Data Engineer,Accenture,Pune,3-8 Yrs,"data engineer, data operations, python, data pipelines, scala, databricks, microsoft azure, data warehousing",1 week ago,3.7
Data Engineer,Accenture,Hyderabad,3-8 Yrs,"warehouse, snowflake, data warehouse, etl tools, data management, data pipelines, data engineer, data warehousing",1 week ago,3.7
Data Engineer,Accenture,Pune,2-4 Yrs,"snowflake, warehouse, etl, data integration, etl process, hive, python, performance tuning",1 week ago,3.7
Data Engineer,Accenture,Pune,2-4 Yrs,"data engineer, data quality, data modeling, data pipelines, solution design, ai frameworks, business transformation, ai",1 week ago,3.7
Data Engineer,Accenture,Pune,2-4 Yrs,"data engineer, technical skills, data quality, data modeling, data pipelines, solution design, ai frameworks, business transformation",1 week ago,3.7
Data Engineer,Accenture,Pune,3-8 Yrs,"data engineer, python, data management, data pipelines, data processing, databricks, microsoft azure, programming languages",1 week ago,3.7
Data Engineer,Accenture,Navi Mumbai,2-4 Yrs,"kafka, data management, data pipelines, data engineer, data architecture, apache flink, tool, flink",1 week ago,3.7
Data Engineer,Accenture,Navi Mumbai,2-4 Yrs,"data engineer, ATCI-5234789-S1923571, data operations, data pipelines, data warehousing, cloud platforms, collection, data engineering",1 week ago,3.7
Data Engineer,Accenture,Navi Mumbai,2-4 Yrs,"data engineer, data operations, ATCI-5234790-S1923564, data pipelines, data warehousing, cloud platforms, collection, data engineering",1 week ago,3.7
Data Engineer,Accenture,Navi Mumbai,2-4 Yrs,"data engineer, data operations, data pipelines, data warehousing, cloud platforms, collection, data engineering, sql",1 week ago,3.7
Data Engineer,Accenture,Navi Mumbai,2-4 Yrs,"data engineer, data operations, data pipelines, data warehousing, cloud platforms, collection, data engineering, sql",1 week ago,3.7
Data Engineer,Accenture,Navi Mumbai,2-4 Yrs,"data engineer, data operations, data pipelines, data warehousing, cloud platforms, collection, data engineering, sql",1 week ago,3.7
Data Engineer,Accenture,Navi Mumbai,2-4 Yrs,"data engineer, algorithms, python, etl tools, data management, data pipelines, data warehousing, data architecture",1 week ago,3.7
Data Engineer,Accenture,Navi Mumbai,2-4 Yrs,"data engineer, data operations, data pipelines, data warehousing, cloud platforms, collection, data engineering, sql",1 week ago,3.7
Data Engineer,Accenture,Navi Mumbai,2-4 Yrs,"data engineer, etl tools, data pipelines, data querying, data warehousing, cloud platforms, collection, sql",1 week ago,3.7
Data Engineer,Accenture,Mumbai,2-4 Yrs,"cloud solutions, python, kubernetes, confluence, numpy, sql, cloud, scripting",1 week ago,3.7
Data Engineer,Accenture,Mumbai,2-4 Yrs,"cloud solutions, python, kubernetes, confluence, numpy, sql, cloud, scripting",1 week ago,3.7
Data Engineer,Accenture,Ahmedabad,2-4 Yrs,"data engineer, data quality, data modeling, data pipelines, solution design, ai frameworks, business transformation, ai",1 week ago,3.7
Data Engineer,Accenture,Hyderabad,5-10 Yrs,"data engineer, kubernetes, dba, data pipelines, database security, cloud platforms, cloud platform, nosql",1 week ago,3.7
Data Engineer,Accenture,Noida,3-8 Yrs,"data engineer, snowflake, data warehouse, data management, data pipelines, data warehousing, warehouse, business intelligence",1 week ago,3.7
Data Analyst,IntouchCX,Hyderabad,2-3 Yrs,"sql, sql server integration services, data integration tools, g suite, ssis, database maintenance, data analysis, data interpretation",1 week ago,2.7
AI Data Engineer,Teleperformance (TP),Gurugram,2-7 Yrs,"NOSQL, Java, C++, Data Engineering, Engineering Tools, Artificial Intelligence, Hadoop, Ai",1 week ago,3.8
Data Engineer,Accenture,Pune,3-8 Yrs,"data engineer, python, etl tools, data management, data pipelines, cloud platforms, collection, database design",1 week ago,3.7
Data Engineer,Accenture,Navi Mumbai,3-8 Yrs,"data engineer, etl tools, data management, data pipelines, data processing, pyspark, cloud platforms, collection",1 week ago,3.7
Data Analyst,Siemens,Bengaluru,1-4 Yrs,"Data Analysis, python, forecasting, data warehousing, power bi, data analyst, sql, data quality",1 week ago,3.9
Data Scientist,Siemens,Pune,5-10 Yrs,"data science, time series analysis, hive, rest, python, data analysis, forecasting, data mining",1 week ago,3.9
DTS_ Data Integration Analyst,CGI,Bengaluru,3-8 Yrs,"data integration, rest, python, restful, data analysis, software development, sqlite, user stories",1 week ago,4.0
Data Engineer - On Prem,Blend360 India,Hyderabad,1-5 Yrs,"Solution architecture, Data modeling, SCALA, Data quality, Distribution system, Operations, Analytics, SQL",1 week ago,3.0
Data Engineer,Blend360 India,Hyderabad,1-5 Yrs,"Solution architecture, Data modeling, SCALA, Data quality, Distribution system, Operations, Analytics, SQL",1 week ago,3.0
Data Engineer,Acenet,"Hyderabad, Bengaluru",4-8 Yrs,"C++, Data modeling, Enterprise applications, Healthcare, SCM, Troubleshooting, Analytics, SQL",1 week ago,4.0
Data Analyst,HotelHub,Bengaluru,2-6 Yrs,"Automation, Database management, Analytical, Data structures, Data processing, DBMS, data mapping, SSIS",1 week ago,2.9
Data Engineer,Franklin templeton asset management (india)pvt,Hyderabad,2-4 Yrs,"Computer science, Administration, Automation, Wealth management, Asset management, Risk management, Analytics, Monitoring",1 week ago,3.9
Engineer Data,Marmon Holdings,"Hubli, Mangaluru, Mysuru, Bengaluru, Belgaum",1-2 Yrs,"Database, informatics, communication, Data warehousing, Supervision, Warehouse, Data Engineering, Data",1 week ago,4.5
Data Engineer AS,Deutsche Bank,Pune,10-15 Yrs,"Unix, Telecom, Linux, SOA, XML, Windows, Informatica, Oracle",1 week ago,3.8
Data Engineer,Cognite,Bengaluru,3-8 Yrs,"Product management, Computer science, GIT, Data modeling, GCP, Cloud Services, Operations, digital transformation",1 week ago,2.4
Databricks Data Engineer,Exponentia Team,Ahmedabad,4-9 Yrs,"Performance tuning, Automation, SAP, Data modeling, Agile, Data processing, microsoft, Analytics",1 week ago,3.6
Data Engineer,Cegeka,"Chennai, Coimbatore",3-6 Yrs,"ETL, Data Bricks, SQL, Snowflake, Complex Queries, Fabric, Data Engineering, Complex",6 days ago,3.6
AI Data Engineer,Inlogic Technologies,Chennai,3-8 Yrs,"AI Data Engineer, Azure, Vector Database, AI, RAG, LLM, Ml, Python",1 week ago,3.3
Tableau Developer / Data Analyst,PAREKH,Bhiwandi,2-5 Yrs,"Tableau, Data Validation, Business Intelligence, Data Modelling, Performance Optimization, Data Analysis, Tableau Server, Tableau Prep",1 week ago,4.1
Data Engineer,Emsyne Muthoot Systems Technologies,Kochi,5-8 Yrs,"Vector Database, Nosql Databases, ETL, APACHE KAFKA, Apache, Data, NoSQL, DBMS",1 week ago,2.2
Data Engineer,Globallogic,"Chennai, Secunderabad",5-10 Yrs,"snowflake, continuous integration, jinja, python, sql queries, amazon redshift, airflow, git version control",1 week ago,3.5
Data Engineer(Python & SQL) -Hyderabad(Remote)-6+ Yrs,Databuzz,Remote,6-11 Yrs,"Python, Data Engineering, Data Engineer, SQL, Engineering, Data, Remote",1 week ago,4.0
Data Analyst- (Sigma Computing Mandatory),Team Computers,Noida,2-5 Yrs,"sigma computing, Snowflake, SQL, Six sigma, Data analysis, Data, Computation",1 week ago,3.6
Data Engineer,Lendingtree Research Services,Hybrid - Hyderabad,2-5 Yrs,"Snowflake, Python, Data Bricks, SQL, Bricks, Data Engineering, Data",1 week ago,4.0
Data Engineer,Tieto,Hybrid - Bengaluru,7-12 Yrs,"S3, AWS, Glue, Step Functions, Lambda, Athena, Redshift, Python",1 week ago,4.2
Data Engineer,Machintel,Remote,2-5 Yrs,"Data Engineering, data modeling concepts, Performance Optimization, Azure, GCP, data security, ETL tools, Data Pipeline Development",1 week ago,2.2
Job Opportunity | Google Data Engineer,Siro Clinpharm,"Hyderabad, Chennai, Bengaluru",6-10 Yrs,"Composer, Bigquery, DAG, GCP, PLSQL, Pubsub, Bigtable, Composing",1 week ago,3.6
Phyton and Pyspark- Data Engineer,Tata Consultancy Services,Bengaluru,8-10 Yrs,"Pyspark, Python, Power Automate, SQL, Data, Data Engineering",1 week ago,3.3
Data Engineer,MHK Tech Inc,Remote,4-9 Yrs,"Pyspark, Hadoop, Big Data, SQL, Python, Azure Data Factory, Hive, Azure Data Lake",6 days ago,4.3
Data Analyst,KPMG Assurance and Consulting Services LLP,Hybrid - Gurugram,6-10 Yrs,"SAS, Financial Domain, banking domain, Python, SQL, Pyspark, R, Banking Sector",2 days ago,3.4
Data Privacy Analyst,Dr Lal PathLabs,Gurugram,3-5 Yrs,"digital personal data protection act, Gdpr, HIPAA, Act, Data analysis, Data, Digital, HP data protector",5 days ago,4.2
Data Engineer,Ganit Business Solutions,"Hybrid - Chennai, Bengaluru, Mumbai (All Areas)",3-5 Yrs,"Pyspark, AWS, Python, SQL, Data, Data Engineering",6 days ago,3.8
Data Engineer,Fabel Services,Gurugram(Udyog Vihar Phase 4),5-8 Yrs,"Python, SQL, T-SQL, GIT, Power Bi, Json / Xml, Dax, Data Warehousing",3 days ago,2.6
Delhi Career Fair - Applications invited For Data Engineer,ExxonMobil,Bengaluru,3-8 Yrs,"Data Engineer, Azure, Data Engineering, Sigma, Data Warehouse, cloud platforms, SQL, Snow flake",3 days ago,3.8
Hiring Data Engineer || 5+ yrs || Remote,IGT Solutions,Remote,5-7 Yrs,"AWS data engineering, S3, apache iceberg, Amazon Cloudwatch, Advance Sql, Aws Glue, Step Functions, LAKE FORMATION",3 days ago,3.2
Data Engineer - Data Governance,Prudent Globaltech Solutions,Hybrid - Hyderabad,10-12 Yrs,"Data Engineering, ETL, Security, Data Governance, Engineering, Data, Governance",3 days ago,4.1
Data Engineer,Qentelli,Hybrid - Hyderabad,5-8 Yrs,"Data Warehousing, Data Modeling, AWS, SQL, Python, Cloud Data Migration, Data Vault, Snowflake",5 days ago,3.8
Data Engineer - PostgreSQL,Prudent Globaltech Solutions,Hyderabad,5-10 Yrs,"continuous integration, sql, postgresql, python, transaction management, amazon redshift, ci/cd, data warehousing",3 days ago,4.1
Data Scientist,Prudent Globaltech Solutions,Hyderabad,8-13 Yrs,"pyspark, sql, spark, ml, python, mathematics, ci/cd, iot",3 days ago,4.1
Data Engineer,Accenture,Navi Mumbai,9-14 Yrs,"data engineer, python, data pipelines, data warehousing, collection, programming languages, sql, database design",4 days ago,3.7
Data Engineer,Accenture,Navi Mumbai,9-14 Yrs,"data engineer, python, data pipelines, data warehousing, ATCI-5234823-S1923586, collection, programming languages, sql",4 days ago,3.7
Data Engineer,Accenture,Navi Mumbai,4-9 Yrs,"data engineer, data operations, data pipelines, data warehousing, cloud platforms, collection, data engineering, sql",4 days ago,3.7
Data Engineer,Accenture,Navi Mumbai,9-14 Yrs,"data engineer, python, data pipelines, data warehousing, collection, programming languages, sql, database design",4 days ago,3.7
Data Engineer,Accenture,Navi Mumbai,12-17 Yrs,"data engineer, ATCI-5109284-S1924388, data pipelines, ai frameworks, ai, data warehousing, collection, data quality",4 days ago,3.7
Data Engineer,Accenture,Mumbai,15-20 Yrs,"data engineer, ATCI-5199430-S1924463, kubernetes, python, github, confluence, oracle, ai",4 days ago,3.7
Data Engineer,Accenture,Mumbai,15-20 Yrs,"data engineer, kubernetes, confluence, data warehousing, ATCI-5199431-S1924464, numpy, sql, gcp",4 days ago,3.7
Data Engineer,Accenture,Bengaluru,3-8 Yrs,"data engineer, snowflake, data warehouse, python, data management, data pipelines, data processing, ATCI-5216654-S1924272",4 days ago,3.7
Data Engineer,Accenture,Mumbai,15-20 Yrs,"data engineer, kubernetes, ATCI-5199433-S1924474, confluence, data warehousing, numpy, sql, gcp",4 days ago,3.7
Data Engineer,Accenture,Pune,8-13 Yrs,"data engineer, kubernetes, snowflake, python, data warehousing, amazon web services, business intelligence, nosql",4 days ago,3.7
GIS Data Scientist,Intello Labs,Gurugram,2-4 Yrs,"gis, database maintenance, gis software, data analysis, data management, DBMS, Data, GI",4 days ago,3.8
Data Analyst,Intello Labs,Gurugram,1-2 Yrs,"data quality, data analysis, analytical, interpretation, dashboards, Analysis, Analytics, Data",4 days ago,3.8
Data Analyst _P,Aumni Techworks,Pune,1-3 Yrs,"time series analysis, python, data services, data analysis, glue, ais, data pipeline, amazon rds",6 days ago,4.2
Data Engineer,Accenture,Pune,7-12 Yrs,"data engineer, snowflake, data warehouse, data pipelines, data querying, data warehousing, data architecture, collection",6 days ago,3.7
Data Engineer,Accenture,Pune,8-13 Yrs,"data engineer, kubernetes, snowflake, python, data warehousing, amazon web services, business intelligence, nosql",6 days ago,3.7
Python Data Engineer,Backbase,Hybrid - Hyderabad,4-9 Yrs,"API, Data Processing, Python, SQL, Python Data, Process, Data Engineering, Data",1 week ago,3.3
ETL Developer / Data Engineer,Vertex Computer Systems,Hyderabad,5-10 Yrs,"T-SQL, Performance tuning, Data migration, PDF, Production support, Cloud, microsoft azure, Data quality",3+ weeks ago,3.9
Data Engineer/ ETL Developer,Acquirex,Pune,3-8 Yrs,"Postgresql, Snowflake, Ms Sql Serve, SQL, Python, Clickhouse, Redis, ETL",1 week ago,4.2
Machine Learning Engineer and Data Scientist,Xcellence It,Surat,2-6 Yrs,"Computer science, Cloud computing, Data analysis, data science, GCP, Artificial Intelligence, Machine learning, Natural language processing",3+ weeks ago,3.3
Data/AI Architect / Data Engineer,Aon,"Hybrid - Bengaluru, Delhi / NCR",9-12 Yrs,"Generative Ai, MDM, Data Bricks, Data Engineering, ETL, Machine Learning, Python, Data",2 weeks ago,3.8
Business Analyst,Capgemini,"Chennai, Gurugram, Bengaluru",2-5 Yrs,"business analyst, data analysis, google cloud platform, ai, data warehousing, data engineering, sql, data quality",1 week ago,3.7
Data Engineer-Pyspark,Nucleusteq Consulting,"Indore, Gurugram, Bengaluru, Raipur",1-3 Yrs,"python, data pipelines, data engineer, data processing, big data technologies, pyspark, data engineering, database design",1 week ago,3.7
Palantir Data Engineer,Tata Consultancy Services,"Noida, Hyderabad, Pune",4-8 Yrs,"Data Engineering, Palantir Foundry, Python, Engineering, Foundry, Palantir, Data",1 week ago,3.3
Data Engineer,Vlink,"Pune, Chennai, Bengaluru",7-12 Yrs,"Data Engineering, GCP, Big Data, Python, SQL, Pyspark, Bigquery, Data Flow",1 week ago,3.7
Gen AI- Data engineer,Axtria,"Hybrid - Noida, Hyderabad, Bengaluru",7-12 Yrs,"Pyspark, Data Engineering, Generative Ai, Data Bricks, Python, SQL, Artificial Intelligence, Bricks",1 week ago,2.8
Data Engineer (Python),Citiustech,"Pune, Chennai, Mumbai (All Areas)",5-10 Yrs,"Pyspark, ETL, SQL, Python, Data, Data Engineering",6 days ago,3.2
Data Analyst,Tredence,"Gurugram, Chennai, Bengaluru",3-8 Yrs,"Excel, Power Bi, SQL, Python, Data, Data analysis, Bi",1 week ago,3.4
Data ETL Engineer,Ahead,"Hyderabad, Gurugram",4-9 Yrs,"etl, python, data pipelines, data catalog, parsing, analytics, cloud, data quality",1 week ago,3.4
Data Engineer,Capgemini,"Hybrid - Pune, Chennai, Bengaluru",4-8 Yrs,"Data Build Tool, Snowflake, Data Warehousing, Build, Warehouse, Build Automation, Data, Data Engineering",1 week ago,3.7
Data Engineer,Capgemini,"Mumbai, Bengaluru",2-5 Yrs,"data engineer, enterprise automation, ai, cloud platforms, ansible, cloud, automation, servicenow",2 weeks ago,3.7
Data Engineer,Emids Technologies,"Hybrid - Noida, Hyderabad, Bengaluru",6-10 Yrs,"Data Engineering, AWS, Python, Big Data, Data Warehousing, ETL, Data, Warehouse",2 weeks ago,3.6
Data Engineer,Kanini Software Solutions,"Hybrid - Pune, Chennai, Bengaluru",7-11 Yrs,"Pyspark, GCP, Bigquery, SQL, Pubsub, Python, Data Engineering, Data",2 weeks ago,3.7
Data Analyst,Pinkerton Corporate Risk Management India Private Limited,Gurugram,5-10 Yrs,"development, data analysis, kpi, forecasting, dashboard development, power bi, microsoft azure, pivot table",1 week ago,3.8
Data Engineer (PySpark),Valuelabs,Hybrid - Chennai,4-9 Yrs,"Pyspark, Data Engineering, Cloudera, Big Data, Cdp, Engineering, Data",3 days ago,3.5
Data Engineer,SKILLWIN TECHNOLOGY,Noida,2-4 Yrs,"SCALA, Spark, Etl Pipelines, Presto, Etl / Elt, Hadoop, Kafka, Big Data",4 days ago,3.1
Data Engineer,RSN Ginfo Solutions,Hyderabad,3-5 Yrs,"AWS, SQL, Java, GCP, Snowflake, Cloud, ETL, Python",1 week ago,4.9
Data Engineer,Fornax,Hybrid - Mumbai(Santacruz East),3-5 Yrs,"Apache Iceberg, Data Build Tool, Trino, Prefect, Duckdb, DLThub, AWS, Data",1 week ago,4.5
Data Engineer,Accenture,Hyderabad,3-8 Yrs,"warehouse, data engineering, snowflake, data warehouse, etl tools, data management, data pipelines, data engineer",1 week ago,3.7
Data Engineer,Accenture,Gurugram,3-8 Yrs,"data engineer, s3, python, data services, data pipelines, web services, data processing, amazon web services",1 week ago,3.7
Data Engineer,Accenture,Bengaluru,15-20 Yrs,"data engineer, kubernetes, python, github, confluence, oracle, ai, data warehousing",1 week ago,3.7
Data Engineer,Accenture,Bengaluru,15-20 Yrs,"data engineer, kubernetes, python, github, confluence, oracle, ai, data warehousing",1 week ago,3.7
Data Engineer,Accenture,Bengaluru,3-8 Yrs,"data engineer, python, data pipelines, data warehousing, cloud platforms, data architecture, subject matter expert, data quality",1 week ago,3.7
Data Engineer,Accenture,Bengaluru,15-20 Yrs,"data engineer, data management, data pipelines, ai frameworks, data platforms, ai, data architecture, collection",1 week ago,3.7
Data Analyst L4,Wipro,Bengaluru,5-8 Yrs,"data analyst, analytics, automation, c, redshift, data validation, amazon redshift, design",1 week ago,3.6
Data Engineer,Accenture,Chennai,7-10 Yrs,"data engineer, python, data pipelines, scala, databricks, microsoft azure, pyspark, data architecture",1 week ago,3.7
Data Engineer,Accenture,Chennai,15-20 Yrs,"data engineer, python, etl tools, data pipelines, data warehousing, cloud platforms, data engineering, database design",1 week ago,3.7
Data Analyst L3,Wipro,Bengaluru,3-5 Yrs,"data analyst, analytics, automation, c, data validation, looker, design, business analytics",1 week ago,3.6
Data Integration Analyst,Alstom,Bengaluru,4-9 Yrs,"data integration, rest, sap, data analysis, aks, data warehousing, sql, salesforce",1 week ago,3.7
Data Engineer Abp Fte 4,Wipro,Bengaluru,8-10 Yrs,"data engineer, c, data validation, business analytics, sales, analytics, cloud, automation",1 week ago,3.6
Data Engineer,Virtusa,Hyderabad,7-12 Yrs,"data engineer, data pipelines, data validation, ai, enterprise applications, data cataloging, llm, elt",1 week ago,3.7
Data Engineer,Virtusa,Hyderabad,7-12 Yrs,"data engineer, rds, kubernetes, data warehousing, sql, docker, lambda, git",1 week ago,3.7
Data Engineer,Virtusa,Gurugram,5-10 Yrs,"data engineer, s3, python, github, sql development, oracle, data pipelines, sprint",1 week ago,3.7
Python Data Engineer,Virtusa,Chennai,7-12 Yrs,"data engineer, s3, snowflake, python, github, software development, data pipelines, iac",1 week ago,3.7
Data Analyst - KPO,Virtusa,Hyderabad,2-6 Yrs,"data analyst, python, business analytics, kpo, media, sql, analytics, r",1 week ago,3.7
Data Engineer,BNI,Bengaluru,2-5 Yrs,"python, data pipelines, data validation, scala, data engineer, big data technologies, programming languages, data engineering",1 week ago,3.3
Databricks Data Engineer,Exponentia Datalabs,Ahmedabad,4-15 Yrs,"Architect, Manager Quality Assurance, Architecture, Cloud, Technical leadership, MCP, microsoft, AWS",1 week ago,3.6
Fleet Data Analyst,Siemens Gamesa Renewable Energy,Pune,0-7 Yrs,"Data analysis, Technical analysis, Business analytics, Analytical, Siemens, Data quality, data visualization, Operations",1 week ago,4.0
Data Engineer - AS,Deutsche Bank,Bengaluru,10-15 Yrs,"Unix, Telecom, Linux, SOA, XML, Windows, Informatica, Oracle",1 week ago,3.8
Data Engineer,Barclays,Pune,1-7 Yrs,"hive, algorithms, python, data pipelines, data engineer, machine learning, risk mitigation, cloud platform",1 week ago,3.8
Data Engineer,The Edge Partnership,Chennai,8-13 Yrs,"Computer science, Machine learning, Data quality, Investment banking, Business intelligence, microsoft, Analytics, Financial services",1 week ago,3.5
Data Engineer,Celonis,Bengaluru,3-8 Yrs,"Supply chain, Mining, ERP, Business objects, Supply chain management, SAP, Microsoft Dynamics, SQL",1 week ago,3.5
Data Engineer,Teksystems,Bengaluru,2-4 Yrs,"Teradata, Snowflake, Plsql Programming, Spark, ETL, Data Bricks, Data Engineering, Program",1 week ago,3.2
Data Engineer,Steady Rabbit,Remote,5-6 Yrs,"Postgresql, Tableau, Tableau Flows, MySQL, ETL pipelines, Airflow, S3, Azure",1 week ago,3.9
Data Engineer,Nitor,Hybrid - Pune,6-11 Yrs,"Big Data, Spark, Pyspark, Data Engineering, Data",1 week ago,4.2
Data Engineer,Arcolab,Bengaluru(JP Nagar),3-6 Yrs,"Azure Data Factory, Synapse Analytics, Data Bricks, Iot Hub, IOT, Microsoft Azure, Factory, Analytics",1 week ago,4.1
Databricks Data Engineer,NOVAC,Navi Mumbai,1-2 Yrs,"Azure Data Factory, Pyspark, Data Engineering, ETL, Data Bricks, Delta Lake, Azure Databricks, Python",1 week ago,3.6
Data Engineer,Siro Clinpharm,"Hyderabad, Chennai, Bengaluru",8-10 Yrs,"PLSQL, Unix Shell Scripting, Tableau, Performance Tuning, Oracle SQL, Tableau Reporting, AWS, Data Bricks",1 week ago,3.6
Data Analyst L4,Wipro,Bengaluru,5-8 Yrs,"big data, python, macros, data analysis, data validation, data mining, data warehousing, pivot table",1 week ago,3.6
Data Analyst L3,Wipro,Bengaluru,3-5 Yrs,"data warehousing, python, data analysis, data validation, data mining, pivot table, business analytics, dbms",1 week ago,3.6
Data Engineer,Machintel,Remote,2-5 Yrs,"Data Engineering, data modeling concepts, Performance Optimization, Azure, GCP, data security, ETL tools, Data Pipeline Development",1 week ago,2.2
Data Engineer,Accenture,Bengaluru,2-4 Yrs,"data engineer, python, data pipelines, talend, data warehousing, cloud platforms, data engineering, database design",1 week ago,3.7
Data Analyst,Exponentia Team,Mumbai,3-5 Yrs,"Data validation, VLOOKUP, Analytical, IFS, Agile, Data quality, microsoft, SQL",1 week ago,3.6
Data Engineer - Delivery,Beghou Consulting,Hyderabad,2-6 Yrs,"SQL queries, Automation, Master data management, Analytical, Artificial Intelligence, Consulting, Life sciences, Data warehousing",1 week ago,3.6
Data Analyst,Eduport,Kozhikode,0-1 Yrs,"Data analysis, Automation, Excel, Sales operations, Analytical, Data processing, data visualization, SQL",1 week ago,3.3
Data Governance Engineer,Assent,Pune,5-9 Yrs,"Change management, Automation, Data management, Legal compliance, HIPAA, Schema, Stakeholder management, SQL",1 week ago,3.0
Data Engineer,The Edge Partnership,Chennai,8-13 Yrs,"Wealth management, Data processing, Data quality, Investment banking, microsoft, Business intelligence, Analytics, Financial services",1 week ago,3.5
Data Analyst,Exponentia Datalabs,Mumbai,3-8 Yrs,"Architect, Manager Quality Assurance, Architecture, Cloud, Technical leadership, MCP, microsoft, AWS",1 week ago,3.6
Site Data Analyst,Apraava Renewable Energy,Rajkot,4-7 Yrs,"Warehouse, Project implementation, Compliance, Gap analysis, Data Analyst, SCM, Functionality testing, HSSE",1 week ago,4.4
Urgent vacancy For Data Engineer at Entrata India Pvt Ltd,Entrata India,Hybrid - Pune,4-9 Yrs,"Data Modeling, ETL, AWS, SQL, Python, Data Warehousing, Data, Warehouse",1 week ago,3.8
Data Engineer,Girnar Insurance Brokers,Gurugram,4-6 Yrs,"Data Engineering, Python, Airflow, Pyspark, Snowflake, Cloud, ETL, SQL",1 week ago,3.6
Data Engineer,Jade Global,Hyderabad,2-6 Yrs,"data engineer, hive, etl pipelines, data modeling, spark, gcp, airflow, hdfs",1 week ago,3.4
Data Engineer,Virtusa,Bengaluru,2-5 Yrs,"data engineer, python, github, api development, restful, api gateway, scala, ai",1 week ago,3.7
Data Scientist,Virtusa,Gurugram,3-6 Yrs,"data scientist, time series analysis, python, data analysis, neural networks, ai, aws sagemaker, numpy",1 week ago,3.7
"Data Analyst , Sensory and Consumer Experience",Pepsico,Hyderabad,5-6 Yrs,"data analyst, analytics, data analysis, data science, programmer, statistical analysis, research, statistics",1 week ago,4.1
Data Engineer,Accenture,Pune,3-8 Yrs,"data engineer, snowflake, data warehouse, data pipelines, data querying, storage solutions, cloud platforms, data architecture",1 week ago,3.7
Data Engineer,Accenture,Gurugram,3-8 Yrs,"data engineer, python, etl tools, data pipelines, generative ai, ai, data architecture, llm",1 week ago,3.7
Data Engineer,Accenture,Pune,2-4 Yrs,"data engineer, data pipelines, data warehousing, pyspark, cloud platforms, collection, nosql, sql",1 week ago,3.7
Data Engineer,Accenture,Pune,2-4 Yrs,"data engineer, data pipelines, data warehousing, pyspark, cloud platforms, collection, data engineering, cloud",1 week ago,3.7
Data Engineer,Accenture,Pune,3-8 Yrs,"data engineer, snowflake, data warehouse, data pipelines, data querying, storage solutions, cloud platforms, data architecture",1 week ago,3.7
Data Engineer,Accenture,Pune,3-8 Yrs,"data engineer, snowflake, data warehouse, data pipelines, data querying, storage solutions, cloud platforms, data architecture",1 week ago,3.7
Data Engineer,Accenture,Mumbai,3-8 Yrs,"data engineer, data quality, oracle, data management, data pipelines, oracle database, design, collection",1 week ago,3.7
Data Engineer,Accenture,Bengaluru,3-8 Yrs,"data engineer, python, etl tools, data pipelines, data warehousing, cloud platforms, data architecture, cloud",1 week ago,3.7
Data Engineer-Data Modeling,IBM,Pune,4-9 Yrs,"data engineer, data management, data warehousing, machine learning, nosql, sql, database design, database management",1 week ago,3.9
Data Engineer,Accenture,Bengaluru,3-8 Yrs,"data engineer, snowflake, data warehouse, etl tools, data pipelines, data querying, collection, sql",1 week ago,3.7
Data Engineer,Accenture,Bengaluru,2-4 Yrs,"data engineer, etl tools, data pipelines, data warehousing, pyspark, cloud platforms, collection, data engineering",1 week ago,3.7
Data Engineer,Accenture,Bengaluru,3-8 Yrs,"data engineer, python, data pipelines, google cloud platform, elt, data engineering, cloud platform, sql",1 week ago,3.7
Data Engineer,Accenture,Bengaluru,3-8 Yrs,"data engineer, etl tools, data management, data pipelines, data warehousing, collection, business intelligence, database design",1 week ago,3.7
Data Engineer,Qcentrio,Kanpur,6-10 Yrs,"SQL, Apache Airflow, Azure, Hive, Data Engineering, PySpark, Hadoop, Big Data",1 week ago,4.5
Data Engineer,Qcentrio,Pune,6-10 Yrs,"SQL, Apache Airflow, Azure, Hive, Data Engineering, PySpark, Hadoop, Big Data",1 week ago,4.5
Data Engineer,Qcentrio,Hyderabad,6-10 Yrs,"SQL, Apache Airflow, Azure, Hive, Data Engineering, PySpark, Hadoop, Big Data",1 week ago,4.5
Data Analyst,Natwest Digitalx,Bengaluru,6-11 Yrs,"data analyst, data quality, data extraction, data analysis tools, data analysis, sql, banking, Tools",1 week ago,4.0
"Data Analyst , Sensory & Consumer Experience",Pepsico,Hyderabad,2-4 Yrs,"data analyst, analytics, bs, data analysis, data science, mean, programmer, statistical analysis",1 week ago,4.1
